CustomerID,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,slope,resid_std,decline_level,revenue_mean,revenue_std,cv,active_months,cluster
12347,711.79,475.39,0.0,0.0,636.25,0.0,382.52,0.0,584.9100000000001,0.0,1294.32,0.0,224.82,14.558472222222223,23.792478164702636,1,331.5384615384615,400.2888022800154,1.2073676170858934,7,1
12362,0.0,0.0,474.2,0.0,495.24,0.0,0.0,303.76,451.34999999999997,829.99,1641.91,429.09,529.04,81.97722222222225,73.36464794692682,0,396.50615384615384,462.87561010020937,1.1673856902604522,8,1
12388,0.0,431.3,124.05000000000001,210.9,0.0,0.0,0.0,902.09,0.0,825.9200000000001,0.0,286.4,0.0,34.67111111111112,6.127127239370908e-14,1,213.8969230769231,320.0322195858988,1.4961983322724406,6,1
12395,679.92,-2.95,216.66,326.5,0.0,331.79,163.9,0.0,165.95,0.0,346.68,769.83,0.0,1.9583333333333306,48.830258269831866,2,230.63692307692307,258.46374805068945,1.120652082080047,8,1
12415,0.0,7092.9800000000005,14022.92,16558.14,-75.0,12691.16,23426.81,2796.36,21880.44,2941.7200000000003,16471.77,5918.15,0.0,-7.826666666666845,6497.428051449965,2,9517.342307692308,8441.19112705582,0.8869273431757625,10,2
12417,291.34,291.49,0.0,391.6,436.3,0.0,437.19,0.0,918.25,0.0,462.85,-19.95,369.73,7.804305555555558,29.580774711853483,2,275.2923076923077,275.9806924754534,1.0025005594559333,8,1
12423,237.93,0.0,192.31,347.35,255.36,333.82,84.92,0.0,198.98,-10.2,0.0,0.0,208.64000000000001,-26.519583333333347,38.37554632230651,3,142.23923076923077,134.88066265292557,0.9482662548404542,8,1
12431,773.95,384.68,1052.65,0.0,0.0,937.35,-23.0,1069.1200000000001,608.76,0.0,1011.44,601.44,0.0,14.697361111111135,113.70660646469557,1,493.56846153846163,453.28641315115095,0.918386097317177,8,0
12437,0.0,337.95,590.26,147.70999999999998,209.10000000000002,635.3199999999999,501.64,0.0,0.0,557.28,263.46,1488.04,165.9,13.094166666666652,116.12371256955532,1,376.66615384615386,404.2260350459558,1.0731679258101288,10,0
12471,3556.71,587.7499999999999,1193.9,872.5,668.88,859.3,0.0,940.46,1740.82,561.04,2207.5,3313.55,2238.5099999999998,108.94277777777788,803.6524177283176,0,1441.6092307692306,1097.1282690161433,0.7610441481640103,12,0
12472,1509.0,825.36,-94.93,537.53,0.0,0.0,1266.66,585.01,0.0,0.0,1376.43,224.42,0.0,4.538888888888891,142.04762623808423,2,479.19076923076926,588.9771613634032,1.2291079027020297,7,1
12474,-34.0,599.8,278.33000000000004,1033.52,-21.55,732.31,472.01,705.24,0.0,437.58,1796.55,1116.68,0.0,40.295555555555566,135.6269714672867,1,547.4207692307692,542.6620614535584,0.9913070383063878,9,0
12476,-12.45,549.58,127.45,0.0,1411.67,276.2,0.0,746.5699999999999,-38.050000000000004,532.81,1097.16,1954.39,-98.75,52.35638888888889,15.420665453837648,0,503.58307692307693,643.3403307657181,1.2775257157102389,8,1
12481,791.34,603.09,0.0,832.34,-5.46,873.78,1001.21,0.0,0.0,0.0,1307.76,186.79999999999998,0.0,-33.46833333333337,167.9465783977849,3,430.0661538461539,482.12722941388375,1.121053645124451,7,1
12483,0.0,507.56,0.0,0.0,323.0,107.10000000000001,319.95,0.0,0.0,309.45,454.2,305.87,0.0,3.6627777777777895,88.73816388408902,2,179.01000000000002,194.68316658098615,1.0875546985139721,7,1
12490,0.0,864.22,0.0,0.0,0.0,331.5,484.06,412.93,424.06,1035.82,0.0,1403.04,462.3,64.20222222222219,70.1446133080948,0,416.7638461538462,450.7945642148328,1.0816546789627821,8,1
12494,48.75,-10.95,243.7,0.0,0.0,403.09000000000003,0.0,135.32,0.0,0.0,214.74,104.7,0.0,-5.70708333333333,6.7604086409585245,2,87.6423076923077,129.0669399416343,1.4726556538739157,6,1
12500,0.0,344.94,373.98,491.28000000000003,0.0,0.0,185.64000000000001,0.0,378.0,0.0,1837.04,595.39,0.0,44.45083333333331,51.487272209539874,1,323.5592307692308,503.8001108320233,1.5570568320189389,7,1
12523,0.0,102.95,143.4,115.09,138.75,0.0,0.0,204.75,312.81,124.38,385.22,237.42000000000002,-19.2,20.966388888888897,2.662560941669798,1,134.2746153846154,125.71402087114127,0.9362456225329471,9,1
12524,0.0,337.39,525.3399999999999,475.44,0.0,1495.21,289.1,0.0,0.0,0.0,1055.44,307.79999999999995,0.0,-40.83722222222225,80.1819133579939,3,345.05538461538464,465.11303904920766,1.3479373450950347,7,1
12528,0.0,493.53000000000003,0.0,271.93,0.0,0.0,0.0,281.71,229.0,0.0,274.51,371.6,0.0,18.09541666538448,113.314435253757,1,147.86769230769232,177.60407803847704,1.2011013039204492,6,1
12540,881.01,1081.48,288.98,1140.76,0.0,2686.6,357.99,1775.01,509.34000000000003,1683.62,1442.27,1461.98,0.0,34.27486111111114,22.885543343946175,1,1023.7723076923078,791.2733697460258,0.7728997588630235,11,0
12553,0.0,680.51,-10.2,675.16,0.0,352.85,0.0,284.75,400.21999999999997,0.0,477.55,514.39,277.02,3.252777777777777,38.41576208652969,2,280.9423076923077,262.69758767303284,0.9350588376341782,8,1
12562,0.0,0.0,0.0,0.0,0.0,444.96000000000004,510.27,0.0,650.0,388.64,513.6,619.9,654.37,57.065694444444425,50.778642708918305,0,290.9030769230769,289.8343188899656,0.9963260683097073,7,1
12567,1942.38,0.0,1236.73,0.0,0.0,705.21,1936.44,0.0,851.06,891.8199999999999,0.0,1551.3,0.0,10.584722222222211,267.7121821819563,1,701.1492307692307,768.3698508038684,1.0958720584502246,7,1
12569,0.0,0.0,0.0,0.0,772.7,367.92,237.42000000000002,166.25,297.03,284.66,706.72,537.27,695.02,33.30055555555555,30.53347229879474,1,312.69153846153847,286.61427426787833,0.916603869992895,9,1
12583,855.86,730.16,303.56,712.8499999999999,0.0,421.96,617.48,329.24,243.1,852.83,253.36,1172.17,694.77,16.711805555555557,43.77555273213066,1,552.8723076923077,324.9716717437036,0.5877879344330652,12,0
12584,0.0,0.0,0.0,453.73,0.0,0.0,119.31,147.1,-31.849999999999998,279.8,582.16,143.25,200.45000000000002,21.304305555555548,5.293226622059145,1,145.68846153846155,192.51212740353765,1.3213958426811632,7,1
12594,0.0,341.0,256.0,307.5,255.04000000000002,587.45,42.96,0.0,721.95,0.0,722.4000000000001,85.92,0.0,-6.019999999999995,11.914960213972364,2,255.40153846153848,272.46226475257555,1.066799622248972,9,1
12599,0.0,0.0,312.46000000000004,0.0,0.0,151.4,134.28,78.6,180.3,0.0,0.0,175.54000000000002,0.0,-0.8172222222222253,37.24257117160641,2,79.42923076923077,102.49700666048241,1.2904192281336762,6,1
12600,274.8,0.0,427.94000000000005,124.08000000000001,286.88,184.26000000000002,0.0,345.23,275.37,282.90000000000003,0.0,379.58000000000004,0.0,3.403333333333329,38.107903477649145,2,198.54153846153847,157.31537744533824,0.7923549835684054,9,1
12619,0.0,0.0,0.0,205.98,425.67999999999995,0.0,0.0,688.0,378.12,669.17,0.0,847.86,0.0,62.7059906044525,323.0073377861326,0,247.2930769230769,317.75314961419906,1.2849253750562515,6,1
12621,1372.1,0.0,1535.24,960.0,1209.8,2267.13,673.15,561.06,1594.81,1009.75,630.55,610.28,1188.2,-46.04638888888893,168.35150954099709,3,1047.0823076923077,579.1189099277432,0.5530786889180456,12,0
12626,0.0,1211.85,-45.3,0.0,0.0,0.0,814.74,1034.48,1526.1,0.0,1594.51,251.97,0.0,90.01416666666668,225.96821891833935,0,491.4115384615385,645.5105201679024,1.313584378154411,6,1
12637,0.0,1502.03,0.0,205.87,615.2,0.0,0.0,662.35,0.0,2609.4,358.4,0.0,0.0,-0.041797064988809245,683.5711421355061,2,457.9423076923077,781.3892018402636,1.7063048963042753,6,1
12647,1140.7,0.0,0.0,464.7,350.76,293.25,0.0,276.6,307.8,514.96,0.0,321.15,0.0,-7.181944444444459,158.18662844597645,2,282.3015384615385,320.1192723253359,1.1339621954237058,8,1
12662,261.48,0.0,304.0,301.4,444.82,0.0,493.68,431.66,383.92,0.0,521.62,449.55,224.95000000000002,19.951805555555545,69.46649231826329,1,293.6215384615385,189.5054252893636,0.6454070988194448,10,0
